"ObjectId","Displayname","Skuid","SKUName","ServicePlanName","ServicePlanId","capabilityStatus","DisabledServicePlanName","DisabledServicePlan"
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","CDS_O365_P3","afa73018-811e-46e9-988f-f75d2b1b8430","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","COMMUNICATIONS_COMPLIANCE","41fcdd7d-4733-4863-9cf4-c65b83ce2df4","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","COMMUNICATIONS_DLP","6dc145d6-95dd-4191-b9c3-185575ee6f6b","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","CUSTOMER_KEY","6db1f1db-2b46-403f-be40-e39395f08dbb","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","DATA_INVESTIGATIONS","46129a58-a698-46f0-aa5b-17f6586297d9","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","Deskless","8c7d2df8-86f0-4902-b2ed-a0458298f3b3","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","DYN365_CDS_O365_P3","28b0fa46-c39a-4188-89e2-58e979a6b014","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","f30db892-07e9-47e9-837c-80727f46fd3d","FLOW_FREE","DYN365_CDS_VIRAL","17ab22cd-a0b3-4536-910a-cb6eb12696c0","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","EQUIVIO_ANALYTICS","4de31727-a228-4ec3-a5bf-8e45b5ca48cc","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","EXCEL_PREMIUM","531ee2f8-b1cb-453b-9c21-d2180d014ca5","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","EXCHANGE_ANALYTICS","34c0d7a0-a70f-4668-9238-47f9fc208882","Deleted",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","EXCHANGE_S_ENTERPRISE","efb87545-963c-4e0d-99df-69c6916d9eb0","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","FLOW_O365_P3","07699545-9485-468e-95b6-2fca3738be01","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","f30db892-07e9-47e9-837c-80727f46fd3d",,"FLOW_P2_VIRAL",,,"FLOW_P2_VIRAL","50e68c76-46c6-4674-81f9-75456511b170"
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","FORMS_PLAN_E5","e212cbc7-0961-4c40-9825-01117710dcb1","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","GRAPH_CONNECTORS_SEARCH_INDEX","a6520331-d7d4-4276-95f5-15c0933bc757","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","INFO_GOVERNANCE","e26c2fcc-ab91-4a61-b35c-03cdc8dddf66","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","INSIDER_RISK","d587c7a3-bda9-4f99-8776-9bcf59c84f75","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","INSIDER_RISK_MANAGEMENT","9d0c4ee5-e4a1-4625-ab39-d82b619b1a34","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","INTUNE_A","c1ec4a95-1f05-45b3-a911-aa3fa01094f5","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","LOCKBOX_ENTERPRISE","9f431833-0334-42de-a7dc-70aa40db46db","Deleted",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","M365_ADVANCED_AUDITING","2f442157-a11c-46b9-ae5b-6e39ff4e5849","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","MCOEV","4828c8ec-dc2e-4779-b502-87ac9ce28ab7","Enabled",,
"4880ed4c-2d85-4570-90b2-9fd109bcebf0","MK Two","c42b9cae-ea4f-4ab7-9717-81576235ccac","DEVELOPERPACK_E5","MCOSTANDARD","0feaeb32-d00e-4d66-bd5a-43b5b83db82c","Enabled",,
